I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
8211	Tsu	2009	1	3	22	33	 40.2	23	 7.3	 7.3	 7.4	 6.7					INDONESIA		PAPUA NEW GUINEA:  NEAR NORTH COAST	   -.691	  133.305	170																								
8250	Tsu	2009	1	15	17	49	 39.0	36	 7.4	 7.4	 7.5	 6.9					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.857	  155.154	50																								
8251	Tsu	2009	2	11	17	34	 50.8	22	 7.2	 7.2	 7.2	 6.6					INDONESIA		INDONESIA:  KEPULAUAN TALAUD	   3.884	  126.397	170					        64	2		2			597	3					64	2		2			597	3
8259	Tsu	2009	3	19	18	17	 40.9	34	 7.6	 7.6	 7.6	 7.0					TONGA		TONGA ISLANDS	 -23.046	 -174.659	170																								
8297	Tsu	2009	5	28	8	24	 45.0	10	 7.3	 7.3	 7.2	 6.7					HONDURAS		HONDURAS:  NORTHERN; BELIZE	  16.720	  -86.236	90	       7	1			        40	1		2	135	3	25	1	       7	1			40	1		2	135	3	25	1
8357	Tsu	2009	7	15	9	22	 29.0	12	 7.8	 7.8	 7.7	 6.5	7.3				NEW ZEALAND		NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND	 -45.762	  166.562	170								1												1				
8378	Tsu	2009	8	10	19	55	 35.6	5	 7.5	 7.5	 7.6	 6.9					INDIA		INDIA:  ANDAMAN I	  14.099	   92.888	60																								
8386		2009	9	2	7	55	  1.0	46	 7.0	 7.0	 7.0	 6.8					INDONESIA		INDONESIA:  JAVA	  -7.782	  107.297	170	      81	2			      1297	3		3					      81	2			1297	3		3			54000	4
8408	Tsu	2009	9	29	17	48	 10.9	18	 8.1	 8.1	 8.1	 7.1					SAMOA		SAMOA ISLANDS	 -15.489	 -172.095	170													     192	3			7	1	     200.000	4				
8409	Tsu	2009	9	30	10	16	  9.2	81	 7.5	 7.5		 7.1					INDONESIA		INDONESIA:  SUMATRA:  PADANG	   -.720	   99.867	60	    1117	4			      1214	4	    2200.000	4		3	181665	4	    1117	4			1214	4	    2200.000	4		3	181665	4
8410	Tsu	2009	10	7	22	3	 14.4	45	 7.6	 7.6	 7.3	 6.4					VANUATU		VANUATU ISLANDS	 -13.006	  166.510	170																								
8572		2009	10	7	22	18	 51.2	35	 7.8	 7.8	 7.9	 6.4					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -12.517	  166.382	170																								
8673	Tsu	2010	1	3	22	36	 27.9	25	 7.1	 7.1	 7.1	 6.4					SOLOMON ISLANDS		SOLOMON ISLANDS	  -8.799	  157.346	170								1	16	1	60	2								1	16	1	60	2
8732	Tsu	2010	1	12	21	53	 10.0	13	 7.0	 7.0	 7.3	 6.8					HAITI		HAITI:  PORT-AU-PRINCE	  18.457	  -72.533	90	  316000	4			     30000	4	    8000.000	4	97294	4	188383	4	  316000	4			300000	4	    8000.000	4	97294	4	188383	4
9032	Tsu	2010	2	26	20	31	 26.9	25	 7.0	 7.0	 7.0	 6.0					JAPAN		JAPAN:  TORI SHIMA, OKINAWA	  25.930	  128.425	30					         2	1		1									2	1		1				
8872	Tsu	2010	2	27	6	34	 11.5	23	 8.8	 8.8	 8.5	 7.2				9	CHILE		CHILE:  MAULE, CONCEPCION, TALCAHUANO	 -36.122	  -72.898	160	     402	3			     12000	4	   30000.000	4			500000	4	     558	3			12000	4	   30000.000	4			500000	4
8932		2010	4	4	22	40	 43.1	4	 7.2	 7.2	 7.3	 6.4					MEXICO		MEXICO:  BAJA CALIFORNIA	  32.297	 -115.278	150	       2	1			       233	3	    1150.000	4				3	       2	1			233	3	    1150.000	4				3
8973	Tsu	2010	4	6	22	15	  1.5	31	 7.8	 7.8	 7.9	 7.0					INDONESIA		INDONESIA:  SUMATRA	   2.383	   97.048	60																								
9092		2010	5	9	5	59	 41.6	38	 7.2	 7.2	 7.3	 6.6					INDONESIA		INDONESIA:  N. SUMATRA: SIMEULUE ISLAND	   3.748	   96.018	60								1												1				
9252	Tsu	2010	6	12	19	26	 50.4	35	 7.5	 7.5	 7.5	 7.0				6	INDIA		INDIA:  LITTLE NICOBAR ISLAND	   7.881	   91.936	60																								
9292		2010	6	16	3	16	 27.5	18	 7.0	 7.0	 7.1	 6.7				6	INDONESIA		INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN	  -2.174	  136.543	170	      17	1						3	2556	4			      17	1						3	2556	4		
9432		2010	7	23	22	51	 12.4	586	 7.6	 7.6		 6.9				4	PHILIPPINES		PHILIPPINES:  CELEBES SEA:  MORO GULF	   6.486	  123.467	170																								
9452	Tsu	2010	8	10	5	23	 44.9	25	 7.2	 7.2	 7.3	 6.4				7	VANUATU		VANUATU ISLANDS	 -17.541	  168.069	170																								
9770		2010	8	12	11	54	 15.5	207	 7.1	 7.1		 6.4					ECUADOR		ECUADOR:  MANTA, GUAYAQUIL, LOJA	  -1.266	  -77.306	160								1												1				
9492		2010	9	3	16	35	 47.7	12	 7.0	 7.0	 7.3	 6.4				9	NEW ZEALAND		NEW ZEALAND:  CHRISTCHURCH	 -43.522	  171.830	170					         2	1	    6500.000	4				3					2	1	    6500.000	4				3
9592	Tsu	2010	10	25	14	42	 22.0	20	 7.8	 7.8	 7.3	 6.5					INDONESIA		INDONESIA:  SUMATRA	  -3.487	  100.082	60													     431	3					      39.000	4	700	3		
9759	Tsu	2010	12	21	17	19	 40.6	14	 7.4	 7.4	 7.5	 7.0					JAPAN		JAPAN:  BONIN ISLANDS	  26.901	  143.698	30																								
9761	Tsu	2010	12	25	13	16	 37.0	16	 7.3	 7.3	 7.4	 6.8					VANUATU		VANUATU ISLANDS	 -19.702	  167.947	170																								
9763		2011	1	18	20	23	 23.4	68	 7.2	 7.2		 6.7					PAKISTAN		PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN	  28.777	   63.951	60	       3	1				2		2	200	3	200	3	       3	1				2		2			200	3
9797	Tsu	2011	3	9	2	45	 20.3	32	 7.5	 7.5	 7.3	 6.4					JAPAN		JAPAN:  HONSHU:  E COAST	  38.435	  142.842	30																								
9799	Tsu	2011	3	11	5	46	 24.1	30	 9.0	 9.0	 8.3	 7.2					JAPAN		JAPAN:  HONSHU	  38.297	  142.372	30	    1476	4			      6152	4	  220000.000	4	127511	4	273796	4	   18457	4			6152	4	  220085.456	4	127511	4	273796	4
9805		2011	3	11	6	15	 40.2	43	 7.9	 7.9		 6.8					JAPAN		JAPAN:  NEAR E COAST HONSHU	  36.281	  141.111	30																								
9806		2011	3	11	6	25	 50.3	19	 7.6	 7.6		 7.1					JAPAN		JAPAN:  OFF EAST COAST HONSHU	  38.058	  144.590	30																								
9804	Tsu	2011	4	7	14	32	 43.2	42	 7.1	 7.1	 7.0	 6.9					JAPAN		JAPAN: NEAR E COAST HONSHU	  38.276	  141.588	30	       3	1			       132	3		1					       3	1			132	3		1				
9824	Tsu	2011	6	24	3	9	 39.4	52	 7.3	 7.3		 6.9	6.7				USA		ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS	  52.050	 -171.836	150																								
9822	Tsu	2011	7	6	19	3	 18.2	17	 7.6	 7.6	 7.8	 7.0					KERMADEC ISLANDS (NEW ZEALAND)		NEW ZEALAND: KERMADEC ISLANDS	 -29.539	 -176.340	170																								
9823	Tsu	2011	7	10	0	57	 10.8	23	 7.0	 7.0	 7.0	 6.6					JAPAN		JAPAN:  HONSHU:  E COAST	  38.034	  143.264	30																								
9838	Tsu	2011	8	20	16	55	  2.8	32	 7.1	 7.1	 7.1	 6.2					VANUATU		VANUATU ISLANDS	 -18.365	  168.143	170																								
9837	Tsu	2011	8	20	18	19	 23.5	28	 7.0	 7.0	 7.1	 6.4					VANUATU		VANUATU ISLANDS	 -18.311	  168.218	170																								
9846	Tsu	2011	10	21	17	57	 16.1	33	 7.4	 7.4	 7.5	 6.4					KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -28.993	 -176.238	170																								
9845		2011	10	23	10	41	 22.9	16	 7.1	 7.1	 7.3	 6.9					TURKEY		TURKEY:  ERCIS, VAN	  38.722	   43.513	140	     604	3			      2608	4	    1500.000	4	5739	4	4882	4	     604	3			2608	4	    1500.000	4	5739	4	4882	4
9871	Tsu	2012	2	2	13	34	 40.6	23	 7.0	 7.0	 6.9	 6.5					VANUATU		VANUATU ISLANDS	 -17.827	  167.133	170																								
9876	Tsu	2012	3	20	18	2	 47.4	20	 7.4	 7.4	 7.6	 6.6				8	MEXICO		MEXICO:  GUERRERO, OAXACA	  16.493	  -98.231	150	       2	1			        13	1		3	800	3			       2	1			13	1		3	800	3		
9920		2012	3	25	22	37	  6.0	41	 7.2	 7.2	 7.0	 6.5					CHILE		CHILE:  PARRAL, SANTIAGO	 -35.200	  -72.217	160	       1	1			        14	1		1				2	       1	1			14	1		1				2
9879	Tsu	2012	4	11	8	38	 36.7	20	 8.6	 8.6	 8.5	 7.4					INDONESIA		INDONESIA:  N SUMATRA:  OFF WEST COAST	   2.327	   93.063	60	      10	1			        12	1		1				2	      10	1			12	1		1				2
9880	Tsu	2012	4	11	10	43	 10.8	25	 8.2	 8.2		 7.2					INDONESIA		INDONESIA:  N SUMATRA:  OFF WEST COAST	    .802	   92.463	60																								
9929		2012	8	14	2	59	 38.4	583	 7.7	 7.7		 6.9					RUSSIA		RUSSIA:  SAKHALIN ISLAND	  49.800	  145.064	50																								
9934	Tsu	2012	8	27	4	37	 19.4	28	 7.3	 7.3							EL SALVADOR		EL SALVADOR:  OFF THE COAST	  12.139	  -88.590	100																								
9935	Tsu	2012	8	31	12	47	 33.3	28	 7.6	 7.6	 7.6	 7.2					PHILIPPINES		PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN	  10.811	  126.638	170	       1	1			         1	1	        .300	1		1			       1	1			1	1	        .300	1		1		
9936	Tsu	2012	9	5	14	42	  7.8	35	 7.6	 7.6	 7.7	 6.8					COSTA RICA		COSTA RICA:  NICOYA	  10.085	  -85.315	100	       2	1			        20	1		1		2			       2	1			20	1		1		2		
9941	Tsu	2012	10	28	3	4	  8.9	14	 7.7	 7.7	 7.5	 6.5					CANADA		CANADA:  QUEEN CHARLOTTE ISLANDS	  52.788	 -132.101	150								1				1	       1	1						1				1
9942	Tsu	2012	11	7	16	35	 46.9	24	 7.3	 7.3	 7.4	 6.6					GUATEMALA		GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU	  13.988	  -91.895	100	      48	2			       155	3		3	2769	4	7561	4	      48	2			155	3		3	2769	4	7561	4
9946	Tsu	2012	12	7	8	18	 23.1	31	 7.2	 7.2	 7.3	 7.2					JAPAN		JAPAN:  HONSHU:  MIYAGI PREFECTURE	  37.890	  143.949	30					        11	1											11	1						
9953	Tsu	2013	1	5	8	58	 19.3	10	 7.5	 7.5	 7.7	 6.4					USA	AK	ALASKA:  SOUTHEASTERN	  55.393	 -134.652	150																				1				
9958	Tsu	2013	2	6	1	12	 25.8	24	 7.9	 7.9	 7.4	 6.4				8	SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -10.799	  165.114	170													      10	1			15	1		2	588	3	478	3
9963	Tsu	2013	2	8	15	26	 38.4	21	 7.0	 7.0	 6.9	 6.4					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -10.928	  166.018	170																								
9964		2013	2	9	14	16	  7.8	145	 7.0	 7.0		 6.7					COLOMBIA		COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA	   1.135	  -77.393	160					        15	1		2	100	2	1900	4					15	1		2	100	2	1900	4
9976		2013	4	16	10	44	 20.1	80	 7.7	 7.7		 7.0					IRAN		IRAN; PAKISTAN:  MASHKAL	  28.033	   61.996	140	      40	1			       300	3		3			1000	3	      40	1			300	3		3			1000	3
9977	Tsu	2013	4	19	3	5	 52.6	110	 7.2	 7.2		 7.1					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.221	  150.788	50																								
9998		2013	5	24	5	44	 48.9	598	 8.3	 8.3		 7.5					RUSSIA		RUSSIA:  SEVERO KURILSKIYE	  54.892	  153.221	50																								
10039	Tsu	2013	9	24	11	29	 47.0	15	 7.7	 7.7							PAKISTAN		PAKISTAN:  AWARAN, KECH	  26.971	   65.520	60	     386	3			       816	3		4	32638	4	14118	4	     386	3			816	3		4	32638	4	14118	4
10040		2013	9	25	16	42	 43.0	46	 7.0	 7.0							PERU		PERU:  AREQUIPA	 -15.851	  -74.562	160								1		1										1		1		
10048		2013	10	15	0	12	 32.0	20	 7.1	 7.1							PHILIPPINES		PHILIPPINES:  BOHOL, CEBU	   9.866	  124.011	170	     186	3	11	1	       583	3	      20.300	3				3	     186	3	11	1	583		      20.600	3				3
10052	Tsu	2013	10	25	17	10	 18.0	26	 7.1	 7.1							JAPAN		JAPAN:  HONSHU:  E COAST	  37.149	  144.679	30					         1	1											1	1						
10054		2013	11	17	9	4	 55.0	10	 7.8	 7.8							ANTARCTICA		SCOTIA SEA:  SOUTH ORKNEY ISLANDS	 -60.296	  -46.362	20																								
10079	Tsu	2014	4	1	23	46	 46.0	20	 8.2	 8.2							CHILE		CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO	 -19.642	  -70.817	160	       7	1						3			2500	4	       7	1						3			2500	4
10080	Tsu	2014	4	3	2	43	 17.0	40	 7.6	 7.6							CHILE		CHILE:  NORTHERN:  IQUIQUE	 -20.400	  -70.135	160																								
10084	Tsu	2014	4	12	20	14	 39.0	29	 7.6	 7.6							SOLOMON ISLANDS		SOLOMON ISLANDS	 -11.315	  162.211	170																								
10085	Tsu	2014	4	13	12	36	 18.0	35	 7.4	 7.4							SOLOMON ISLANDS		SOLOMON ISLANDS	 -11.451	  162.069	170																								
10088		2014	4	18	14	27	 26.0	24	 7.2	 7.2							MEXICO		MEXICO:  GUERRERO; MEXICO CITY	  17.552	 -100.816	150								1			127	2								1			127	2
10091	Tsu	2014	4	19	13	27	 59.0	31	 7.5	 7.5							PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON SEA	  -6.720	  154.931	170																								
10100	Tsu	2014	6	23	20	53	 10.0	108	 7.9	 7.9							USA	AK	ALASKA:  ALEUTIAN ISLANDS	  51.797	  178.760	150																								
10115	Tsu	2014	10	9	2	14	 32.0	16	 7.1	 7.1							CHILE		CHILE: EASTER ISLAND REGION	 -32.115	 -110.779	160																								
10119	Tsu	2014	11	15	2	31	 40.0	35	 7.1	 7.1							INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	   1.928	  126.547	170																								
10133	Tsu	2015	3	29	23	48	 31.0	40	 7.5	 7.5							PAPUA NEW GUINEA		PAPUA NEW GUINEA	  -4.760	  152.556	170																								
10134		2015	4	25	6	11	 25.0	15	 7.8	 7.8							NEPAL		NEPAL:   KATHMANDU	  28.147	   84.708	60	    8200	4	366	3	     17866	4	   10000.000	4	299588	4	269107	4	    8200	4	366	3	17866	4	   10000.000	4	299588	4	269107	4
10139	Tsu	2015	5	5	1	44	  5.0	42	 7.5	 7.5							PAPUA NEW GUINEA		PAPUA NEW GUINEA	  -5.465	  151.886	170								1				1								1				1
10141		2015	5	12	7	5	 19.0	15	 7.3	 7.3							NEPAL		NEPAL:   DOLAKHA	  27.837	   86.077		     117	3			      2800	4		2		2			     117	2			2800	4		2		2		
10143		2015	5	30	11	23	  2.0	678	 7.8	 7.8							JAPAN		JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND]	  27.831	  140.493	30																								
10146	Tsu	2015	7	18	2	27	 33.0	10	 7.0	 7.0							SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.444	  165.172	170																								
10149		2015	7	27	21	41	 21.0	48	 7.0	 7.0							INDONESIA		INDONESIA:  PAPUA	  -2.683	  138.508	170			1	1				1			5	1			1	1				1			5	1
10156	Tsu	2015	9	16	22	54	 32.0	22	 8.3	 8.3						9	CHILE		CHILE:  CENTRAL	 -31.573	  -71.674	160	      15	1	4	1	        34	1	     600.000	4	1069	4	1791	4	      15	1	4	1	34	1	     600.000	4	1069	4	1791	4
10159		2015	10	26	9	9	 32.0	213	 7.5	 7.5							AFGHANISTAN		AFGHANISTAN: HINDU KUSH	  36.441	   70.717	40	     300	3			      1700	4		3	4000	4			     300	3			1700	4		3	4000	4		
10166		2015	11	24	21	51	 10.0	612	 7.6	 7.6							PERU		PERU-BRAZIL	 -10.047	  -71.023	160																								
10165		2015	11	24	22	50	 53.0	601	 7.6	 7.6							PERU		PERU-BRAZIL	 -10.548	  -70.904	160																								
10168		2015	12	7	7	50	  6.0	26	 7.2	 7.2							TAJIKISTAN		TAJIKISTAN	  38.258	   72.767	40	       2	1				3		3	500	3			       2	1				3		3	500	3		
10172		2016	1	24	10	30	 30.0	128	 7.1	 7.1							USA	AK	ALASKA:  KENAI	  59.658	 -153.452	150								1	4	1										1	4	1		
10175	Tsu	2016	3	2	12	49	 48.0	24	 7.8	 7.8							INDONESIA		INDONESIA: SUMATRA:	  -4.908	   94.275	60																								
